"","external_gene_name","chromosome_name","description"
"18738","THADA","2","THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]"
"18739","BTG4","11","BTG anti-proliferation factor 4 [Source:HGNC Symbol;Acc:HGNC:13862]"
"18740","WNT1","12","Wnt family member 1 [Source:HGNC Symbol;Acc:HGNC:12774]"
"18741","SHISA9","16","shisa family member 9 [Source:HGNC Symbol;Acc:HGNC:37231]"
"18742","MFSD4B","6","major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]"
"18743","KMT5A","12","lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]"
"18744","HOATZ","11","HOATZ cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:25061]"
"18745","NPIPB7","16","nuclear pore complex interacting protein family member B7 [Source:HGNC Symbol;Acc:HGNC:33832]"
"18746","RDH13","19","retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]"
"18747","TMEM86A","11","transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]"
"18748","WWOX","16","WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799]"
"18749","CEP83","12","centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]"
"18750","REV3L","6","REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
"18751","IGSF22","11","immunoglobulin superfamily member 22 [Source:HGNC Symbol;Acc:HGNC:26750]"
"18752","SQSTM1","5","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]"
"18753","KIF1C","17","kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]"
"18754","KIR2DL4","19","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]"
"18755","PTPN5","11","protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]"
"18756","IQCJ","3","IQ motif containing J [Source:HGNC Symbol;Acc:HGNC:32406]"
"18757","SLC45A1","1","solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]"
"18758","SHCBP1","16","SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]"
"18759","METTL7B","12","methyltransferase like 7B [Source:HGNC Symbol;Acc:HGNC:28276]"
"18760","SCHIP1","3","schwannomin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15678]"
"18761","KIF17","1","kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]"
"18762","FBXO21","12","F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]"
"18763","SLC52A1","17","solute carrier family 52 member 1 [Source:HGNC Symbol;Acc:HGNC:30225]"
"18764","ZFP3","17","ZFP3 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12861]"
"18765","USP6","17","ubiquitin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:12629]"
"18766","VPS35","16","VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]"
"18767","MRNIP","5","MRN complex interacting protein [Source:HGNC Symbol;Acc:HGNC:30817]"
"18768","FOXP1","3","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
"18769","RRAGD","6","Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]"
"18770","MRGPRX2","11","MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]"
"18771","MRGPRX1","11","MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]"
"18772","HIF3A","19","hypoxia inducible factor 3 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15825]"
"18773","ANKRD6","6","ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:17280]"
"18774","ADAMTS20","12","ADAM metallopeptidase with thrombospondin type 1 motif 20 [Source:HGNC Symbol;Acc:HGNC:17178]"
"18775","ZNF669","1","zinc finger protein 669 [Source:HGNC Symbol;Acc:HGNC:25736]"
"18776","JAM3","11","junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]"
"18777","ORC6","16","origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]"
"18778","UCHL5","1","ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]"
"18779","MYLK3","16","myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]"
"18780","INCA1","17","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:32224]"
"18781","TUBA1C","12","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]"
"18782","VPS26B","11","VPS26 retromer complex component B [Source:HGNC Symbol;Acc:HGNC:28119]"
"18783","EBF1","5","EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]"
"18784","C16orf87","16","chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754]"
"18785","NOS1","12","nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]"
"18786","GPT2","16","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]"
"18787","PPP5C","19","protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]"
"18788","THYN1","11","thymocyte nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:29560]"
"18789","ENDOV","17","endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]"
"18790","C6orf62","6","chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]"
"18791","IL18R1","2","interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]"
"18792","KCNIP1","5","potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521]"
"18793","ARMH2","6","armadillo like helical domain containing 2 [Source:HGNC Symbol;Acc:HGNC:49394]"
"18794","DSP","6","desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]"
"18795","DNAJA2","16","DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]"
"18796","MARCO","2","macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]"
"18797","FAM237A","2","family with sequence similarity 237 member A [Source:HGNC Symbol;Acc:HGNC:52388]"
"18798","ANKRD30BL","2","ankyrin repeat domain 30B like [Source:HGNC Symbol;Acc:HGNC:35167]"
"18799","PTRHD1","2","peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]"
"18800","MEMO1","2","mediator of cell motility 1 [Source:HGNC Symbol;Acc:HGNC:14014]"
"18801","ACAD8","11","acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]"
"18802","CCDC8","19","coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]"
"18803","GABRP","5","gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]"
"18804","UBC","12","ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]"
"18805","FAM90A27P","19","family with sequence similarity 90 member A27, pseudogene [Source:HGNC Symbol;Acc:HGNC:43617]"
"18806","ZSCAN4","19","zinc finger and SCAN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23709]"
"18807","FEM1A","19","fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]"
"18808","STARD7","2","StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]"
"18809","TICAM1","19","TIR domain containing adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348]"
"18810","PLIN3","19","perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893]"
"18811","HFE","6","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]"
"18812","KDM2B","12","lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]"
"18813","NPTX1","17","neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]"
"18814","CYP26B1","2","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"18815","SMIM1","1","small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204]"
"18816","KRBOX5","16","KRAB box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26987]"
"18817","ARRDC5","19","arrestin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:31407]"
"18818","CCDC40","17","coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]"
"18819","UHRF1","19","ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]"
"18820","RNF19B","1","ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]"
"18821","CMPK2","2","cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]"
"18822","PLCXD3","5","phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]"
"18823","ATM","11","ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]"
"18824","ENC1","5","ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]"
"18825","HEXB","5","hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]"
"18826","ORC2","2","origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]"
"18827","KREMEN2","16","kringle containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:18797]"
"18828","GMEB1","1","glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4370]"
"18829","EIF4A3","17","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]"
"18830","","19","novel transcript, readthrough between UQCR11 and MBD3"
"18831","UQCR11","19","ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]"
"18832","CC2D1B","1","coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]"
"18833","FUT3","19","fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]"
"18834","CCL7","17","C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]"
"18835","CCL11","17","C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]"
"18836","WDR88","19","WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]"
"18837","TENT2","5","terminal nucleotidyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26776]"
"18838","CCL8","17","C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]"
"18839","GALNTL6","4","polypeptide N-acetylgalactosaminyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:33844]"
"18840","NDUFB3","2","NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]"
"18841","CCL13","17","C-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10611]"
"18842","SETD1A","16","SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]"
"18843","LRP3","19","LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]"
"18844","SYNCRIP","6","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]"
"18845","CCL1","17","C-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609]"
"18846","CCL2","17","C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]"
"18847","GIT2","12","GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]"
"18848","ZNF732","4","zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138]"
"18849","SLC7A10","19","solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]"
"18850","PLEKHH2","2","pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]"
"18851","ZNF141","4","zinc finger protein 141 [Source:HGNC Symbol;Acc:HGNC:12926]"
"18852","TSPAN10","17","tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942]"
"18853","DAB1","1","DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661]"
"18854","TBC1D28","17","TBC1 domain family member 28 [Source:HGNC Symbol;Acc:HGNC:26858]"
"18855","BRD7","16","bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]"
"18856","MTX3","5","metaxin 3 [Source:HGNC Symbol;Acc:HGNC:24812]"
"18857","ZNF721","4","zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425]"
"18858","GLB1L3","11","galactosidase beta 1 like 3 [Source:HGNC Symbol;Acc:HGNC:25147]"
"18859","CEBPG","19","CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837]"
"18860","LRRC8B","1","leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]"
"18861","OAZ1","19","ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]"
"18862","PHB1","17","prohibitin 1 [Source:HGNC Symbol;Acc:HGNC:8912]"
"18863","GYPB","4","glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4703]"
"18864","THBS4","5","thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]"
"18865","BTBD8","1","BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]"
"18866","OR5T3","11","olfactory receptor family 5 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:15297]"
"18867","OR52E5","11","olfactory receptor family 52 subfamily E member 5 [Source:HGNC Symbol;Acc:HGNC:15214]"
"18868","DYNC2LI1","2","dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]"
"18869","DEAF1","11","DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]"
"18870","","19","novel protein, readthrough between OAZ1 and SPPL2B"
"18871","PEAK3","19","PEAK family member 3 [Source:HGNC Symbol;Acc:HGNC:24793]"
"18872","FSTL4","5","follistatin like 4 [Source:HGNC Symbol;Acc:HGNC:21389]"
"18873","LINGO3","19","leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206]"
"18874","PRODH2","19","proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325]"
"18875","ZC3H11A","1","zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]"
"18876","UGT2B28","4","UDP glucuronosyltransferase family 2 member B28 [Source:HGNC Symbol;Acc:HGNC:13479]"
"18877","SNRNP25","16","small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:HGNC Symbol;Acc:HGNC:14161]"
"18878","PET100","19","PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]"
"18879","G6PC3","17","glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]"
"18880","KDM3B","5","lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]"
"18881","CMC2","16","C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]"
"18882","STXBP2","19","syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]"
"18883","UGT2B4","4","UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]"
"18884","ABCG5","2","ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]"
"18885","SHANK2","11","SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"18886","ZNF594","17","zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392]"
"18887","SLC35B3","6","solute carrier family 35 member B3 [Source:HGNC Symbol;Acc:HGNC:21601]"
"18888","UGT2A1","4","UDP glucuronosyltransferase family 2 member A1 complex locus [Source:HGNC Symbol;Acc:HGNC:12542]"
"18889","SCIMP","17","SLP adaptor and CSK interacting membrane protein [Source:HGNC Symbol;Acc:HGNC:33504]"
"18890","ABCG8","2","ATP binding cassette subfamily G member 8 [Source:HGNC Symbol;Acc:HGNC:13887]"
"18891","MRPS22","3","mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]"
"18892","PUS7","7","pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]"
"18893","ETF1","5","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]"
"18894","PKD1L2","16","polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]"
"18895","CTBP1","4","C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]"
"18896","C1GALT1C1L","2","C1GALT1 specific chaperone 1 like [Source:HGNC Symbol;Acc:HGNC:51617]"
"18897","TNRC6C","17","trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]"
"18898","ATAT1","6","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]"
"18899","CARF","2","calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]"
"18900","BRAF","7","B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"
"18901","PEPD","19","peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]"
"18902","ZNF232","17","zinc finger protein 232 [Source:HGNC Symbol;Acc:HGNC:13026]"
"18903","SH3RF2","5","SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]"
"18904","TEX14","17","testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:HGNC:11737]"
"18905","PLAC8L1","5","PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746]"
"18906","CAP1","1","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]"
"18907","IZUMO1R","11","IZUMO1 receptor, JUNO [Source:HGNC Symbol;Acc:HGNC:32565]"
"18908","EIF2A","3","eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254]"
"18909","LARS1","5","leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512]"
"18910","NCAPD3","11","non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]"
"18911","ANO2","12","anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]"
"18912","PALB2","16","partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:HGNC:26144]"
"18913","CFAP299","4","cilia and flagella associated protein 299 [Source:HGNC Symbol;Acc:HGNC:28554]"
"18914","WFIKKN1","16","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30912]"
"18915","BMP3","4","bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]"
"18916","METTL26","16","methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]"
"18917","PRKG2","4","protein kinase cGMP-dependent 2 [Source:HGNC Symbol;Acc:HGNC:9416]"
"18918","MUCL3","6","mucin like 3 [Source:HGNC Symbol;Acc:HGNC:21666]"
"18919","ABCB9","12","ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]"
"18920","BAK1","6","BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]"
"18921","ITPR3","6","inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]"
"18922","FBXL16","16","F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150]"
"18923","CRYBA1","17","crystallin beta A1 [Source:HGNC Symbol;Acc:HGNC:2394]"
"18924","BMPR1B","4","bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]"
"18925","VILL","3","villin like [Source:HGNC Symbol;Acc:HGNC:30906]"
"18926","MSLNL","16","mesothelin like [Source:HGNC Symbol;Acc:HGNC:14170]"
"18927","NUFIP2","17","nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]"
"18928","LRPPRC","2","leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]"
"18929","CACNA2D1","7","calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399]"
"18930","RPUSD1","16","RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]"
"18931","MYL4","17","myosin light chain 4 [Source:HGNC Symbol;Acc:HGNC:7585]"
"18932","IFT25","1","intraflagellar transport 25 [Source:HGNC Symbol;Acc:HGNC:25019]"
"18933","ITGB3","17","integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]"
"18934","FAM187B","19","family with sequence similarity 187 member B [Source:HGNC Symbol;Acc:HGNC:26366]"
"18935","MRPL3","3","mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]"
"18936","UQCC2","6","ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]"
"18937","CHTF18","16","chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]"
"18938","USF2","19","upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]"
"18939","EPHB2","1","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]"
"18940","IP6K3","6","inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]"
"18941","UNC5C","4","unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]"
"18942","LEMD2","6","LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244]"
"18943","EFCAB13","17","EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]"
"18944","EIF4E","4","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]"
"18945","P2RX4","12","purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]"
"18946","AP2A2","11","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]"
"18947","BICRAL","6","BICRA like chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:21111]"
"18948","CALD1","7","caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]"
"18949","ABCC10","6","ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]"
"18950","CPNE4","3","copine 4 [Source:HGNC Symbol;Acc:HGNC:2317]"
"18951","GNG13","16","G protein subunit gamma 13 [Source:HGNC Symbol;Acc:HGNC:14131]"
"18952","TMCO1","1","transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]"
"18953","HAMP","19","hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:15598]"
"18954","SRRM2","16","serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]"
"18955","SEBOX","17","SEBOX homeobox [Source:HGNC Symbol;Acc:HGNC:32942]"
"18956","MAG","19","myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]"
"18957","RSKR","17","ribosomal protein S6 kinase related [Source:HGNC Symbol;Acc:HGNC:26314]"
"18958","METAP1","4","methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]"
"18959","DLK2","6","delta like non-canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:21113]"
"18960","DHCR7","11","7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]"
"18961","TJAP1","6","tight junction associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17949]"
"18962","LGALS9","17","galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]"
"18963","ADH5","4","alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]"
